minute_offset,pv_power,house_load,tariff_price,prod_price,forecast_pv_power
1395,5.9464,797.9113385399162,0.2313,0.1313,6.4571
1410,5.9735,795.8523385399162,0.2273,0.1273,6.0543
1425,5.9535,808.8035385399162,0.2164,0.1164,5.9096
1440,7.0,178.16389625596224,0.2492,0.1492,5.9745
1455,7.1428,189.0277780589692,0.2423,0.1423,6.6116
1470,7.2889,237.11092096090897,0.2492,0.1492,6.8877
1485,7.4345,158.1245117258717,0.2492,0.1492,7.151
1500,7.5758,205.79311650636834,0.2629,0.1629,7.3404
1515,7.7126,204.75342788297604,0.2492,0.1492,7.2623
1530,7.8451,183.22030696184123,0.2483,0.1483,7.5478
1545,7.949,247.32688135378214,0.2396,0.1396,8.1417
1560,8.0,178.62760976779148,0.2396,0.1396,8.3443
1575,7.9981,200.82574986404393,0.2396,0.1396,8.3285
1590,7.9433,164.79507359409078,0.235,0.135,8.0731
1605,7.8241,169.6433984789416,0.2258,0.1258,7.5436
1620,7.6287,234.08200107356785,0.2194,0.1194,7.7232
1635,7.3572,150.37532031919199,0.2194,0.1194,7.5905
1650,7.0096,228.26210101542523,0.2194,0.1194,7.475
1665,6.8143,233.34777169174532,0.2194,0.1194,7.5975
1680,7.0,243.79073384943985,0.2194,0.1194,7.4581
1695,7.5666,247.26016632484522,0.2194,0.1194,8.01
1710,8.514,233.28230419359306,0.2194,0.1194,8.4715
1725,8.7281,156.58176058746017,0.2194,0.1194,8.4155
1740,7.0947,190.37925601330602,0.2194,0.1194,7.2108
1755,3.6137,187.47934863276316,0.2176,0.1176,4.9141
1770,0.0,200.7501346742958,0.2176,0.1176,3.7461
1785,5.418,247.7876959663405,0.2153,0.1153,11.1632
1800,39.3213,233.0528,0.2165,0.1165,36.8471
1815,99.9949,212.677,0.2177,0.1177,88.3114
1830,187.4389,209.5317,0.2065,0.1065,158.7286
1845,274.6638,222.8467,0.2046,0.1046,261.9128
1860,334.6802,202.0494,0.2156,0.1156,332.6349
1875,367.4879,200.8567,0.2057,0.1057,383.8456
1890,373.0871,220.2743,0.1981,0.0981,407.8612
1905,373.396,238.3162,0.196,0.096,397.9235
1920,390.3328,225.7312,0.2194,0.1194,379.3881
1935,423.8974,208.6454,0.2053,0.1053,381.607
1950,474.0899,227.0891,0.2,0.1,396.7665
1965,525.8849,208.6448,0.17,0.07,430.0454
1980,564.2571,223.8652,0.1931,0.0931,479.3741
1995,589.2065,229.9928,0.1895,0.0895,543.2092
2010,600.7329,207.47,0.1761,0.0761,532.3639
2025,611.5208,218.8595,0.1653,0.0653,549.9365
2040,634.2545,201.3124,0.1913,0.0913,587.6071
2055,668.9338,212.3234,0.1666,0.0666,602.2526
2070,715.5589,237.567,0.1603,0.0603,684.9143
2085,746.2474,199.7045,0.1553,0.0553,733.6886
2100,733.1168,233.0819,0.2,0.0822,717.4774
2115,676.1673,216.2682,0.1828,0.0719,639.0139
2130,575.3988,211.3448,0.1644,0.0488,556.0389
2145,478.3914,224.6361,0.1728,0.0509,482.0001
2160,432.7251,219.0962,0.182,0.0564,448.958
2175,438.4,224.478,0.1719,0.0499,467.9441
2190,495.4161,210.5158,0.1653,0.0459,518.3468
2205,592.9467,215.1752,0.16,0.0426,619.2448
2220,720.1652,225.4088,0.1553,0.0449,706.5978
2235,877.0715,1484.3553285309008,0.148,0.0402,780.1406
2250,1063.6657,1491.0552285309009,0.1451,0.0367,990.5944
2265,1249.0074,3119.874664819388,0.1421,0.0347,1142.1439
2280,1402.1562,3127.6598648193876,0.1553,0.0428,1245.1817
2295,1523.1122,3141.0564648193877,0.1553,0.0432,1450.1335
2310,1611.8753,2144.976438038716,0.1553,0.0431,1488.1994
2325,1647.8633,2145.5459380387156,0.1553,0.0371,1584.2995
2340,1610.4941,2149.664638038716,0.1436,0.034,1734.476
2355,1499.7676,202.3941,0.14,0.0317,1671.4701
2370,1315.6839,232.3157,0.1424,0.0341,1509.2448
2385,1115.8715,225.8195,0.1444,0.0367,1247.5861
2400,957.9589,208.4273,0.1553,0.0473,980.4175
2415,841.9463,231.7923,0.1553,0.0516,830.16
2430,767.8336,188.281,0.1553,0.0548,784.4555
2445,711.7732,1631.2927115893042,0.1674,0.0674,706.1247
2460,649.9177,1646.6822115893042,0.1553,0.0553,675.5401
2475,582.2672,5524.064656066534,0.1837,0.0837,585.4904
2490,508.8215,3369.9664560665337,0.2141,0.1141,494.693
2505,429.9251,3377.9737560665335,0.2288,0.1288,463.4248
2520,345.9224,2633.44832443414,0.2086,0.1086,370.9496
2535,256.8135,2626.93172443414,0.2194,0.1194,313.035
2550,162.5984,2380.2011,0.2322,0.1322,233.5631
2565,79.1339,218.9441,0.2473,0.1473,132.7399
2580,22.2769,210.7757,0.2318,0.1317,65.9227
2595,0.0,219.5508,0.232,0.132,24.7584
2610,0.0,222.2292,0.2418,0.1415,4.4647
2625,0.0,220.5779,0.257,0.1563,0.4494
2640,1.8977,229.6416,0.2442,0.144,1.6453
2655,4.2954,232.0597,0.2456,0.1454,2.5806
2670,3.7876,204.235,0.2443,0.1441,3.1288
2685,2.1104,211.767,0.2396,0.1395,2.88
2700,1.0,222.7303,0.2409,0.1407,1.8067
2715,0.4565,210.9713,0.2353,0.1353,0.9753
2730,0.4797,228.0714,0.2373,0.1372,0.6296
2745,0.7632,1816.5574979850537,0.2334,0.1334,0.72
2760,1.0,1823.1785979850536,0.2396,0.1396,0.8594
2775,1.1903,1839.5313979850537,0.2347,0.1347,0.994
2790,1.334,1824.3025979850536,0.2287,0.1287,1.1841
2805,1.4311,802.5421508792834,0.2194,0.1194,1.2883
2820,1.4816,821.9940508792835,0.235,0.135,1.3697
2835,1.4856,812.5215508792835,0.2194,0.1194,1.4259
2850,1.4429,810.4625508792834,0.2194,0.1194,1.4232
2865,1.3538,227.3553,0.2102,0.1102,1.3706
